,meanings english sense,kun readings,on readings,info clearfix,names,level,grade,kun names,on names
沼,"marsh, lake, bog, swamp, pond",Kun: ぬま,On: ショウ,"8 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.","['Numata', 'Iwanuma', 'Kesennuma', 'Uonuma', 'Minamiuonuma', 'Numazu', 'Kanuma']",1,,['numa'],['shou']
藤,wisteria,Kun: ふじ,On: トウ、 ドウ,"18 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.","['Fujioka', 'Fujisawa', 'Fujiidera', 'Fujieda']",1,,['fuzi'],"['tou', 'dou']"
渋,"astringent, hesitate, reluctant, have diarrhea",Kun: しぶ、 しぶ.い、 しぶ.る,On: ジュウ、 シュウ,"11 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.","['Shibukawa', 'Shibuya']",1,,"['shibu', 'shibui', 'shiburu']","['juu', 'sfuu']"
呉,"give, do something for, kingdom of Wu",Kun: く.れる、 くれ,On: ゴ,"7 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Kure'],1,,"['kureru', 'kure']",['go']
庄,"level, in the country, manor, village, hamlet",,On: ショウ、 ソ、 ソウ、 ホウ,6 strokes.  JLPT N1.  Jinmeiyō kanji.,"['Shōbara', 'Honjō', 'Shinjō']",1,,"['kureru', 'kure']","['shou', 'so', 'sou', 'hou']"
蘭,"orchid, Holland",,On: ラン、 ラ,19 strokes.  JLPT N1.  Jinmeiyō kanji.,['Muroran'],1,,"['kureru', 'kure']","['ran', 'ra']"
萌,"show symptoms of, sprout, bud, malt",Kun: も.える、 きざ.す、 めばえ、 きざ.し,On: ホウ,11 strokes.  JLPT N1.  Jinmeiyō kanji.,['Rumoi'],1,,"['moeru', 'kizasu', 'mebae', 'kizasi']",['hou']
稚,"immature, young",Kun: いとけない、 おさない、 おくて、 おでる,On: チ、 ジ,"13 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Wakkanai'],1,,"['itokenai', 'osanai', 'okute', 'oderu']","['chi', 'zi']"
唄,"song, ballad",Kun: うた、 うた.う,On: バイ,"10 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Bibai'],1,,"['uta', 'utau']",['bai']
紋,"family crest, figures",,On: モン,"10 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Monbetsu'],1,,"['uta', 'utau']",['mon']
滝,"waterfall, rapids, cascade",Kun: たき,On: ロウ、 ソウ,"13 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.","['Takikawa', 'Takizawa']",1,,['taki'],"['rou', 'sou']"
狩,"hunt, raid, gather",Kun: か.る、 か.り、 -が.り,On: シュ,"9 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Ishikari'],1,,"['karu', 'kari', 'gari']",['shu']
杜,"woods, grove",Kun: もり、 ふさ.ぐ、 やまなし,On: ト、 トウ、 ズ,7 strokes.  JLPT N1.  Jinmeiyō kanji.,['Hokuto'],1,,"['mori', 'fusagu', 'yamanasi']","['to', 'tou', 'zu']"
姫,princess,Kun: ひめ、 ひめ-,On: キ,"10 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Himeji'],1,,"['hime', 'hime']",['ki']
尼,nun,Kun: あま,On: ニ,"5 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Amagasaki'],1,,['ama'],['ni']
丹,"rust-colored, red, red lead, pills, sincerity",Kun: に,On: タン,"4 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.","['Itami', 'Tamba-Sasayama', 'Tamba', 'Kyōtango', 'Nantan']",1,,['ni'],['tan']
淡,"thin, faint, pale, fleeting",Kun: あわ.い,On: タン,"11 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Awaji'],1,,['awai'],['tan']
萩,bush clover,Kun: はぎ,On: シュウ,12 strokes.  JLPT N1.  Jinmeiyō kanji.,"['Takahagi', 'Hagi']",1,,['hagi'],['sfuu']
敷,"spread, pave, sit, promulgate",Kun: し.く、 -し.き,On: フ,"15 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.","['Inashiki', 'Kurashiki']",1,,"['shiku', 'shiki']",['hu']
珠,"pearl, gem, jewel",Kun: たま,On: シュ,"10 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Suzu'],1,,['tama'],['shu']
慈,mercy,Kun: いつく.しむ,On: ジ,"13 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Kuji'],1,,['itsukushimu'],['zi']
亀,"tortoise, turtle",Kun: かめ,On: キ、 キュウ、 キン,"11 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.","['Marugame', 'Kameoka', 'Kameyama']",1,,['kame'],"['ki', 'kuu', 'kin']"
阿,"Africa, flatter, fawn upon, corner, nook, recess",Kun: おもね.る、 くま,On: ア、 オ,8 strokes.  JLPT N1.  Jinmeiyō kanji.,"['Akune', 'Aso', 'Agano', 'Anan', 'Awa']",1,,"['omoneru', 'kuma']","['a', 'o']"
之,"of, this",Kun: の、 これ、 ゆく、 この,On: シ,3 strokes.  JLPT N1.  Jinmeiyō kanji.,"['Nishinoomote', 'Makinohara']",1,,"['no', 'kore', 'yuku', 'kono']",['si']
摩,"chafe, rub, polish, grind, scrape",Kun: ま.する、 さす.る、 す.る,On: マ,"15 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.","['Satsumasendai', 'Shima', 'Tama']",1,,"['masuru', 'sasuru', 'suru']",['ma']
於,"at, in, on, as for",Kun: おい.て、 お.ける、 ああ、 より,On: オ、 ヨ,8 strokes.  JLPT N1.  Jinmeiyō kanji.,['Soo'],1,,"['oite', 'okeru', 'aa', 'yori']","['o', 'yo']"
霧,"fog, mist",Kun: きり,On: ム、 ボウ、 ブ,"19 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Kirishima'],1,,['kiri'],"['mu', 'bou', 'bu']"
茅,miscanthus reed,Kun: かや、 ちがや,On: ボウ、 ミョウ,8 strokes.  JLPT N1.  Jinmeiyō kanji.,"['Chigasaki', 'Chino']",1,,"['kaya', 'chigaya']","['bou', 'mou']"
秦,"Manchu dynasty, name given to naturalized foreigners",Kun: はた,On: シン,10 strokes.  JLPT N1.  Jinmeiyō kanji.,['Hadano'],1,,['hata'],['shin']
柄,"design, pattern, build, nature, character, handle, crank, grip, knob, shaft",Kun: がら、 え、 つか,On: ヘイ,"9 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Minamiashigara'],1,,"['gara', 'e', 'tsuka']",['hei']
綾,"design, figured cloth, twill",Kun: あや,On: リン,14 strokes.  JLPT N1.  Jinmeiyō kanji.,"['Ayase', 'Ayabe']",1,,['aya'],['rin']
吉,"good luck, joy, congratulations",Kun: よし,On: キチ、 キツ,"6 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.","['Hitoyoshi', 'Yoshikawa', 'Yoshinogawa', 'Kurayoshi', 'Fujiyoshida']",1,,['yosi'],"['kichi', 'kitu']"
菊,chrysanthemum,,On: キク,"11 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.","['Kikuchi', 'Kikugawa']",1,,['yosi'],['kiku']
鶴,"crane, stork",Kun: つる,On: カク,"21 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.","['Maizuru', 'Tsurugashima', 'Tsuruoka']",1,,['tsuru'],['kaku']
桑,mulberry,Kun: くわ,On: ソウ,"10 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Kuwana'],1,,['kuwa'],['sou']
鈴,"small bell, buzzer",Kun: すず,On: レイ、 リン,"13 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Suzuka'],1,,['suzu'],"['rei', 'rin']"
栗,chestnut,Kun: くり、 おののく,On: リツ、 リ,10 strokes.  JLPT N1.  Jinmeiyō kanji.,"['Kurihara', 'Rittō']",1,,"['kuri', 'ononoku']","['ritsu', 'ri']"
駒,"pony, horse, colt",Kun: こま,On: ク,"15 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.","['Komagane', 'Ikoma']",1,,['koma'],['ku']
壱,one (in documents),Kun: ひとつ,On: イチ、 イツ,"7 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Iki'],1,,['hitotu'],"['ichi', 'itu']"
芝,"turf, lawn",Kun: しば,On: シ,"6 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Kashiba'],1,,['shiba'],['si']
附,"affixed, attach, refer to, append",Kun: つ.ける、 つ.く,On: フ,"8 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Mitsuke'],1,,"['tsukeru', 'tsuku']",['hu']
妙,"exquisite, strange, queer, mystery, miracle, excellent, delicate, charming",Kun: たえ,On: ミョウ、 ビョウ,"7 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Myōkō'],1,,['tae'],"['mou', 'bou']"
胎,"womb, uterus",,On: タイ,"9 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Tainai'],1,,['tae'],['tai']
伯,"chief, count, earl, uncle, Brazil",,On: ハク,"7 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Saiki'],1,,['tae'],['haku']
覇,"hegemony, supremacy, leadership, champion",Kun: はたがしら,On: ハ、 ハク,"19 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Naha'],1,,['hatagashira'],"['ha', 'haku']"
宜,"best regards, good",Kun: よろ.しい、 よろ.しく,On: ギ,"8 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Ginowan'],1,,"['yoroshii', 'yoroshiku']",['gi']
添,"annexed, accompany, marry, suit, meet, satisfy, attach, append, garnish, imitate",Kun: そ.える、 そ.う,On: テン,"11 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Urasoe'],1,,"['soeru', 'sou']",['ten']
槻,Zelkova tree,Kun: つき,On: キ,15 strokes.  JLPT N1.  Jinmeiyō kanji.,['Takatsuki'],1,,['tsuki'],['ki']
摂,"vicarious, surrogate, act in addition to, take in, absorb",Kun: おさ.める、 かね.る、 と.る,On: セツ、 ショウ,"13 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Settsu'],1,,"['osameru', 'kaneru', 'toru']","['setsu', 'shou']"
狭,"cramped, narrow, contract, tight",Kun: せま.い、 せば.める、 せば.まる、 さ,On: キョウ、 コウ,"9 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.","['Ōsakasayama', 'Sayama']",1,,"['semai', 'sebameru', 'sebamaru', 'sa']","['kou', 'kou']"
嬉,"glad, pleased, rejoice",Kun: うれ.しい、 たの.しむ,On: キ,15 strokes.  JLPT N1.  Jinmeiyō kanji.,['Ureshino'],1,,"['ureshii', 'tanoshimu']",['ki']
雄,"masculine, male, hero, leader, superiority, excellence",Kun: お-、 おす、 おん,On: ユウ,"12 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Takeo'],1,,"['o', 'osu', 'on']",['yuu']
秩,"regularity, salary, order",,On: チツ,"10 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Chichibu'],1,,"['o', 'osu', 'on']",['chitu']
鴻,"large bird, wild goose, large, great, powerful, prosperous",Kun: おおとり、 ひしくい、 おおがり,On: コウ、 ゴウ,17 strokes.  JLPT N1.  Jinmeiyō kanji.,['Kōnosu'],1,,"['ootori', 'hishikui', 'oogari']","['kou', 'gou']"
霞,"be hazy, grow dim, blurred",Kun: かすみ、 かす.む,On: カ、 ゲ,17 strokes.  JLPT N1.  Jinmeiyō kanji.,['Asaka'],1,,"['kasumi', 'kasumu']","['ka', 'ge']"
蓮,lotus,Kun: はす、 はちす,On: レン,13 strokes.  JLPT N1.  Jinmeiyō kanji.,['Hasuda'],1,,"['hasu', 'hachisu']",['ren']
彦,"lad, boy (ancient)",Kun: ひこ,On: ゲン,9 strokes.  JLPT N1.  Jinmeiyō kanji.,['Hikone'],1,,['hiko'],['gen']
甲,"armor, high (voice), A grade, first class, former, instep, carapace",Kun: きのえ,On: コウ、 カン,"5 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.","['Kōka', 'Kōfu', 'Kai', 'Kōshū']",1,,['kinoe'],"['kou', 'kan']"
鷹,hawk,Kun: たか,On: ヨウ、 オウ,24 strokes.  JLPT N1.  Jinmeiyō kanji.,['Mitaka'],1,,['taka'],"['you', 'ou']"
飾,"decorate, ornament, adorn, embellish",Kun: かざ.る、 かざ.り,On: ショク,"13 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Katsushika'],1,,"['kazaru', 'kazari']",['shoku']
杉,"cedar, cryptomeria",Kun: すぎ,On: サン,"7 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Suginami'],1,,['sugi'],['san']
墨,"black ink, India ink, ink stick, Mexico",Kun: すみ,On: ボク,"14 strokes.  JLPT N1.  Jōyō kanji, taught in junior high.",['Sumida'],1,,['sumi'],['boku']
斐,"beautiful, patterned",,On: ヒ、 イ,12 strokes.  JLPT N1.  Jinmeiyō kanji.,['Kai'],1,,['sumi'],"['hi', 'i']"
里,"ri, village, parent's home, league",Kun: さと,On: リ,"7 strokes.  Jōyō kanji, taught in grade 2.","['Tomisato', 'Ōamishirasato', 'Imari']",,2,['sato'],['ri']
分,"part, minute of time, segment, share, degree, one's lot, duty, understand, know, rate, 1%, chances, shaku/100",Kun: わ.ける、 わ.け、 わ.かれる、 わ.かる、 わ.かつ,On: ブン、 フン、 ブ,"4 strokes.  Jōyō kanji, taught in grade 2.","['Ōita', 'Kokubunji']",,2,"['wakeru', 'wake', 'wakareru', 'wakaru', 'wakatu']","['bun', 'fun', 'bu']"
岡,"mount, hill, knoll",Kun: おか,On: コウ,"8 strokes.  Jōyō kanji, taught in grade 4.","['Okazaki', 'Fukuoka', 'Fujioka', 'Tomioka', 'Toyooka', 'Ishioka', 'Morioka', 'Kameoka', 'Nagaokakyō', 'Nobeoka', 'Okaya', 'Nagaoka', 'Okayama', 'Kasaoka', 'Shiraoka', 'Shizuoka', 'Mooka', 'Takaoka', 'Tsuruoka']",,4,['oka'],['kou']
阜,"hill, mound, left village radical (no. 170)",,On: フ、 フウ,"8 strokes.  Jōyō kanji, taught in grade 4.",['Gifu'],,4,['oka'],"['fu', 'fuu']"
茨,"briar, thorn",Kun: いばら、 かや、 くさぶき,On: シ、 ジ,"9 strokes.  Jōyō kanji, taught in grade 4.","['Kitaibaraki', 'Ibaraki']",,4,"['ibara', 'kaya', 'kusabuki']","['shi', 'zi']"
阪,"heights, slope",Kun: さか,On: ハン,"7 strokes.  Jōyō kanji, taught in grade 4.","['Matsusaka', 'Osaka', 'Higashiōsaka', 'Ōsakasayama', 'Hannan']",,4,['saka'],['han']
埼,"cape, spit, promontory",Kun: さき、 さい、 みさき,On: キ,"11 strokes.  Jōyō kanji, taught in grade 4.",['Kanzaki'],,4,"['saki', 'sai', 'misaki']",['ki']
栃,"horse chestnut, (kokuji)",Kun: とち,,"9 strokes.  Jōyō kanji, taught in grade 4.",['Tochigi'],,4,['toti'],['ki']
可,"can, passable, approval",Kun: -べ.き、 -べ.し,On: カ、 コク,"5 strokes.  Jōyō kanji, taught in grade 5.",['Kani'],,5,"['beki', 'besi']","['ka', 'koku']"
蒲,"bullrush, flag, cattail",Kun: がま、 かば、 かま,On: ホ、 ボ、 フ、 ブ,13 strokes.  Jinmeiyō kanji.,['Gamagōri'],,,"['gama', 'kaba', 'kama']","['ho', 'bo', 'fu', 'bu']"
銚,sake bottle,Kun: なべ,On: チョウ、 ヨウ,14 strokes.,['Chōshi'],,,['nabe'],"['chou', 'you']"
柏,"oak, cypress",Kun: かしわ,On: ハク、 ヒャク、 ビャク,9 strokes.  Jinmeiyō kanji.,"['Kashiwa', 'Kashiwazaki', 'Kashiwara']",,,['kashiwa'],"['haku', 'haku', 'baku']"
袖,"sleeve, wing (building), extension, give cold shoulder",Kun: そで,On: シュウ,"10 strokes.  Jōyō kanji, taught in junior high.",['Sodegaura'],,,['sode'],['sfuu']
鴨,"wild duck, easy mark",Kun: かも、 あひる,On: オウ,16 strokes.  Jinmeiyō kanji.,['Kamogawa'],,,"['kamo', 'ahiru']",['ou']
匝,go around,Kun: めぐ.る,On: キョウ、 ソウ,5 strokes.,['Sōsa'],,,['meguru'],"['kou', 'sou']"
幡,flag,Kun: はた,On: マン、 ハン、 バン、 ホン,15 strokes.  Jinmeiyō kanji.,"['Yawatahama', 'Hachimantai', 'Yawata', 'Ōmihachiman']",,,['hata'],"['man', 'han', 'ban', 'hon']"
鯖,mackerel,Kun: さば,On: セイ、 ショウ,19 strokes.,['Sabae'],,,['saba'],"['sei', 'shou']"
堺,world,Kun: さかい,On: カイ,12 strokes.  Jinmeiyō kanji.,['Sakai'],,,['sakai'],['kai']
牟,"pupil (eye), moo (cow sound)",,On: ボウ、 ム,6 strokes.  Jinmeiyō kanji.,['Ōmuta'],,,['sakai'],"['bou', 'mu']"
筑,an ancient musical instrument,,On: チク,12 strokes.  Jinmeiyō kanji.,"['Chikugo', 'Chikushino', 'Chikusei']",,,['sakai'],['chiku']
珂,jewel,,On: カ,9 strokes.  Jinmeiyō kanji.,"['Nakagawa', 'Naka']",,,['sakai'],['ka']
騨,dappled grey horse,,On: タン、 ダン、 タ、 ダ、 テン,19 strokes.,['Hida'],,,['sakai'],"['tan', 'dan', 'ta', 'da', 'ten']"
廿,twenty,Kun: にじゅう,On: ジュウ、 ニュウ,4 strokes.  Jinmeiyō kanji.,['Hatsukaichi'],,,['nijuu'],"['juu', 'nuu']"
幌,"canopy, awning, hood, curtain",Kun: ほろ、 とばり,On: コウ,13 strokes.  Jinmeiyō kanji.,['Sapporo'],,,"['horo', 'tobari']",['kou']
函,box (archaic),Kun: はこ、 い.れる,On: カン,8 strokes.  Jinmeiyō kanji.,['Hakodate'],,,"['hako', 'ireru']",['kan']
樽,"barrel, cask, keg",Kun: たる,On: ソン,16 strokes.  Jinmeiyō kanji.,['Otaru'],,,['taru'],['son']
苫,rush matting,Kun: とま,On: セン,8 strokes.,['Tomakomai'],,,['toma'],['sen']
芦,"reed, bullrush",Kun: あし、 よし,On: ロ,7 strokes.  Jinmeiyō kanji.,"['Ashibetsu', 'Ashiya']",,,"['ashi', 'yosi']",['ro']
笠,"bamboo hat, one's influence",Kun: かさ,On: リュウ,11 strokes.  Jinmeiyō kanji.,"['Mikasa', 'Kasama', 'Kasaoka']",,,['kasa'],['ruu']
釧,bracelet,Kun: くしろ、 うでわ,On: セン,11 strokes.  Jinmeiyō kanji.,['Kushiro'],,,"['kushiro', 'udewa']",['sen']
篠,bamboo grass,Kun: しの、 ささ、 すず,On: ゾウ、 ショウ,17 strokes.  Jinmeiyō kanji.,['Tamba-Sasayama'],,,"['shino', 'sasa', 'suzu']","['zou', 'shou']"
宍,"muscles, meat",Kun: しし,On: ニク、 ジク,7 strokes.,['Shisō'],,,['shisi'],"['niku', 'jiku']"
粟,millet,Kun: あわ、 もみ,On: ゾク、 ショク、 ソク,12 strokes.  Jinmeiyō kanji.,['Shisō'],,,"['awa', 'momi']","['zoku', 'shoku', 'soku']"
脇,"armpit, the other way, another place, flank, supporting role",Kun: わき、 わけ,On: キョウ,"10 strokes.  Jōyō kanji, taught in junior high.",['Nishiwaki'],,,"['waki', 'wake']",['kou']
龍,"dragon, imperial",Kun: たつ,On: リュウ、 リョウ、 ロウ,16 strokes.  Jinmeiyō kanji.,['Ryūgasaki'],,,['tatu'],"['ruu', 'rou', 'rou']"
栖,"nest, rookery, hive, cobweb, den",Kun: す.む,On: セイ,10 strokes.  Jinmeiyō kanji.,"['Kamisu', 'Tosu']",,,['sumu'],['sei']
鉾,"halberd, arms, festival float",Kun: ほこ,On: ボウ、 ム,14 strokes.,['Hokota'],,,['hoko'],"['bou', 'mu']"
々,,,,,['Nonoichi'],,,['hoko'],"['bou', 'mu']"
咋,"shout, chew, eat",Kun: か.む、 く.う、 くら.う,On: サク、 サ,8 strokes.,['Hakui'],,,"['kamu', 'kuu', 'kurau']","['saku', 'sa']"
釜,"kettle, cauldron, iron pot",Kun: かま,On: フ,"10 strokes.  Jōyō kanji, taught in junior high.",['Kamaishi'],,,['kama'],['hu']
枕,pillow,Kun: まくら,On: チン、 シン,"8 strokes.  Jōyō kanji, taught in junior high.",['Makurazaki'],,,['makura'],"['chin', 'shin']"
薩,"salvation, Buddha",,On: サツ、 サチ,17 strokes.  Jinmeiyō kanji.,['Satsumasendai'],,,['makura'],"['satsu', 'sati']"
曽,"formerly, once, before, ever, never, ex-",Kun: かつ、 かつて、 すなわち,On: ソウ、 ソ、 ゾウ,"11 strokes.  Jōyō kanji, taught in junior high.",['Soo'],,,"['katsu', 'katsute', 'sunawati']","['sou', 'so', 'zou']"
串,"spit, skewer",Kun: くし、 つらぬ.く,On: カン、 ケン、 セン,"7 strokes.  Jōyō kanji, taught in junior high.","['Ichikikushikino', 'Kushima']",,,"['kushi', 'tsuranuku']","['kan', 'ken', 'sen']"
奄,"cover, suffocate, obstruct",Kun: おお.う、 たちまち,On: エン,8 strokes.  Jinmeiyō kanji.,['Amami'],,,"['oou', 'tachimati']",['en']
姶,"good-looking, quiet",Kun: あい,On: オウ、 アイ,9 strokes.,['Aira'],,,['ai'],"['ou', 'ai']"
逗,stop,Kun: とど.まる,On: トウ、 ズ,10 strokes.  Jinmeiyō kanji.,['Zushi'],,,['todomaru'],"['tou', 'zu']"
俣,"crotch, thigh, groin, fork, junction, (kokuji)",Kun: また,,9 strokes.  Jinmeiyō kanji.,['Minamata'],,,['mata'],"['tou', 'zu']"
蘇,"be resuscitated, revived, perilla, shiso",Kun: よみがえ.る,On: ソ、 ス,19 strokes.  Jinmeiyō kanji.,['Aso'],,,['yomigaeru'],"['so', 'su']"
鷲,eagle,Kun: わし,On: シュウ、 ジュ,23 strokes.  Jinmeiyō kanji.,['Owase'],,,['wasi'],"['sfuu', 'ju']"
竈,"hearth, kitchen stove",Kun: かまど、 かま、 へっつい,On: ソウ,21 strokes.,['Shiogama'],,,"['kamado', 'kama', 'futsui']",['sou']
諏,consult,Kun: そう、 はか.る,On: シュ、 ス,15 strokes.  Jinmeiyō kanji.,['Suwa'],,,"['sou', 'hakaru']","['sfu', 'su']"
尻,"buttocks, hips, butt, rear",Kun: しり,On: コウ,"5 strokes.  Jōyō kanji, taught in junior high.",['Shiojiri'],,,['shiri'],['kou']
諫,"admonish, dissuade",Kun: いさ.める,On: カン,16 strokes.,['Isahaya'],,,['isameru'],['kan']
橿,oak,Kun: かし、 もちのき,On: キョウ,17 strokes.,['Kashihara'],,,"['kashi', 'mochinoki']",['kou']
條,"article, counter for articles, clauses, paragraphs, etc., twig, ray of light",Kun: えだ、 すじ,On: ジョウ、 チョウ、 デキ,11 strokes.  Jinmeiyō kanji.,"['Gojō', 'Shijōnawate']",,,"['eda', 'suzi']","['jou', 'chou', 'deki']"
葛,"arrowroot, kudzu",Kun: つづら、 くず,On: カツ、 カチ,"11 strokes.  Jōyō kanji, taught in junior high.","['Katsuragi', 'Katsushika']",,,"['tsudura', 'kuzu']","['katsu', 'kati']"
陀,steep,Kun: けわ.しい、 ななめ,On: タ、 ダ、 イ、 チ、 ジ,8 strokes.  Jinmeiyō kanji.,['Uda'],,,"['kewashii', 'naname']","['ta', 'da', 'i', 'chi', 'zi']"
燕,swallow (bird),Kun: つばめ、 つばくら、 つばくろ,On: エン,16 strokes.  Jinmeiyō kanji.,['Tsubame'],,,"['tsubame', 'tsubakura', 'tsubakuro']",['en']
臼,mortar,Kun: うす、 うすづ.く,On: キュウ、 グ,"6 strokes.  Jōyō kanji, taught in junior high.",['Usuki'],,,"['usu', 'usuduku']","['kuu', 'gu']"
杵,wooden pestle,Kun: きね,On: ショ、 ソ,8 strokes.  Jinmeiyō kanji.,"['Usuki', 'Kitsuki']",,,['kine'],"['sho', 'so']"
梁,"weir, fish trap, beam, girder",Kun: はり、 うつばり、 うちばり、 やな、 はし,On: リョウ,11 strokes.  Jinmeiyō kanji.,['Takahashi'],,,"['hari', 'utsubari', 'uchibari', 'yana', 'hasi']",['rou']
磐,"rock, crag, cliff, wall (in a mine)",Kun: いわ,On: バン、 ハン,15 strokes.  Jinmeiyō kanji.,"['Akaiwa', 'Iwata']",,,['iwa'],"['ban', 'han']"
箕,winnowing,Kun: み,On: キ,14 strokes.  Jinmeiyō kanji.,['Minoh'],,,['mi'],['ki']
曳,"pull, tug, jerk, admit, install, quote, refer to",Kun: ひ.く,On: エイ,6 strokes.  Jinmeiyō kanji.,['Habikino'],,,['hiku'],['ei']
畷,rice field ridge path,Kun: なわて,On: テツ、 テイ、 セイ,13 strokes.,['Shijōnawate'],,,['nawate'],"['tetsu', 'tei', 'sei']"
唐,"T'ang, China, foreign",Kun: から,On: トウ,"10 strokes.  Jōyō kanji, taught in junior high.",['Karatsu'],,,['kara'],['tou']
蕨,"bracken, fernbrake",Kun: わらび,On: ケツ,15 strokes.  Jinmeiyō kanji.,['Warabi'],,,['warabi'],['ketu']
桶,"tub, bucket",Kun: おけ,On: ヨウ、 トウ,11 strokes.  Jinmeiyō kanji.,['Okegawa'],,,['oke'],"['you', 'tou']"
裾,"cuff, hem, foot of mountain",Kun: すそ,On: キョ、 コ,"13 strokes.  Jōyō kanji, taught in junior high.",['Susono'],,,['suso'],"['ko', 'ko']"
烏,"crow, raven",Kun: からす、 いずくんぞ、 なんぞ,On: ウ、 オ,10 strokes.  Jinmeiyō kanji.,['Nasukarasuyama'],,,"['karasu', 'izukunzo', 'nanzo']","['u', 'o']"
狛,"archaic part of Korea, lion-dog shrine guards",Kun: こま,On: ハク,8 strokes.,['Komae'],,,['koma'],['haku']
砺,"whetstone, polish",Kun: あらと、 みが.く,On: レイ,10 strokes.,"['Tonami', 'Nanto']",,,"['arato', 'migaku']",['rei']
坊,"boy, priest's residence, priest",,On: ボウ、 ボッ,"7 strokes.  Jōyō kanji, taught in junior high.",['Gobō'],,,"['arato', 'migaku']","['bou', 'bu']"
祢,ancestral shrine,,On: ネ、 デイ、 ナイ,9 strokes.  Jinmeiyō kanji.,['Mine'],,,"['arato', 'migaku']","['ne', 'dei', 'nai']"
韮,leek,Kun: にら,On: キュウ、 ク,12 strokes.,['Nirasaki'],,,['nira'],"['kuu', 'ku']"
